e9a23e084eb8cf95b70cde3afc94534b	96a918b4e54090c0294470c872c1b2075af1a822	1747fb340794c0c4e746b86c9a77fc568042be9d1dd9d7629b85e110aed34425
8561fa029f2158dc9932deee61febdac	3cecff13388d6ab45797ca2455caf5fd04ca9dd9	fe845ac7525daa5050dc17ca90352afe0f53c04a268832f4b0e93b1d90092175
31a4400789ae43b255464481320baa9e	1e3f303bbb35e709ff9d962c28c071656070aa98	8c38a9f38fd472867479cbaab9c138df616e60e3bb0863eb21531d68470ff302
32b1916abff8bf0e7c51a2584c472451	513d99d714985ab53d75894357e4e87c69374862	a9f0df941172cc4a9c8b242fd41094033e15fa9c5e3781656df3888a4d47f834
c2dc85559686575c268c8e97205b7578	b01d9454d84d04dd7a594dd2f899c77a40248618	fe02467d457e214e82a561de7cfa5e534efdb6beba7c624be2c7d854b68d9f97
b779742b94b9265338c9b21f0cc88ba4	3f7190d530a98e157d799bdbe4fef8e69f1c50de	f31a5d3d586924ea2fe274cc644e3d9501efcc452c150b28f9b1111578ded022
ca3d5f02f453455f2b5522b8dceca658	0289a6db2fdda581b413768cd9318f33b5c005e7	ca2da542ffdbf551a1fa46d073c63162747df7ab45b6c8890077ce783fcbd54e
bd1ef60ee835dd996ddcf4f22adaa142	1d7056e1bec6fadfba8b69d725e4a930bdb6fa40	510d91994c02e92e5354a9cdd51fd2be23583779e07222010a26063bfae2f314
1dd0e12a886f3d1bded6e26f53592720	896e44af5a6f88c7be21d2f7225462f273f067f5	4dcac1b42a0d2308136ce87db28856f1c1888dea0c07f4979f9a3da55268b5a2
07f724bdc662518ce6eac0ca723c929f	1eb758bcb0fc640835962aaa80199bdc867c79e7	45f2dbc7240023308e3193f29cc68320a176714e45dbe2ad7096f6f6445b0e4c
dde75e82b665fc7d47cd870dae2db302	2f17d1f1766b2814d6347763c9ad94863e5bd35c	249ca984c1a508c4adbd58c3e3675bf22c8e364755250bc44a48913dfd6fe540
20cdf05867967642742d6b947ba71284	31cf5cb37d1d6e62add2cd4e59c2821a1a3c54e5	a5a0f9117a49ad7246882c938017a6f603180b37e6c6d134b744fb3fbe57722f
9b0cb194dd5e49ab6fbf490de42e6938	396c0c1dce196e9dc4e65aeb57d2bd1ec5e85ba9	1732639fe36c3ffbe860c09a3b8b92115f31e94e9343cfc346c12048827e9a78
b8292fe24db8f86b11e6bf303c5f3ac5	69ea467bdfe5b7739553da7f93096a3ac944270c	bfdf1c7437189306998cf6b9f1197bd5c77d85ae5595d1d64cb3fc422af1ff7b
357a9f8268438d487303b267b26bde65	722b3dafbc14f8dce1048264451017d3f473f1ac	7b336c7828027d6080617e0a619a0eb048be3c9724a42ad01739e1484383b284
40c49ecbe1b7bd0dbb935138661b6ca4	fe84b53aa8bb4e8ac3d2d9f86d2397d4a3cf5c08	0db51c4a2bd94f2b56f821a013fa42e0e67e3a7b69e2e8834fe36b10a49e2f66
85e5d261c810e13e781f24505bb265ce	6a5a96f5637c898c0792ca9e76fc1854cf960d59	d389780b530557e4076eecfd0b2f92c955c581b23359315acb705cff1c8998f4
77ea1eb5f6fd2605454764cd9b7ef62e	653aae2210a256a00ead6495e2c128d36d2ed531	3d0e3136ed28397eaf4414aaa072ab11a1787ae0973666745add52d2f471b57b
ab260f3dc1ead01dfc6b7139d1eb983c	c2d3d9d7d7b64bbc6e522695105c31d5f1185800	d29692b12f865e5480ae97b507ccec96b32ab6784a4800be6d503ea6a2906bf9
897994f378577ec1e09eaeb953cf603f	799ffe499b1a0d4b58ad9fa7b065b03432b96a09	7463d0f064a31b61ffedd0895ab242700d0d80fc2fa33663da70dcef11451f7d
1f8f70afcd1a29920cb75e403bc590ff	441dfedf0583e799d2b37619316f8d924250d878	741597e84ddd01ada0183d1345fd9e1a611cc284820f9af4557b738250f4f21c
3d0320af4aeffa12660a3d4d8d6a5cf8	9dcf0be40d415c9cd86df39d608046a845b4a9e3	ee345b36a171cad3e0d3d010c0869901582de6a992f36005e67843c9a9ead78b
